"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Marital Status"	"Marital Status Code"	"Mother's Education"	"Mother's Education Code"	Births
	"Missouri"	"29"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	12143
	"Missouri"	"29"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	5578
	"Missouri"	"29"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	1340
	"Missouri"	"29"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	868
	"Missouri"	"29"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	1413
	"Missouri"	"29"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	3196
	"Missouri"	"29"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	11685
	"Missouri"	"29"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	11830
	"Missouri"	"29"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	18961
	"Missouri"	"29"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	2291
	"Missouri"	"29"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1385
	"Missouri"	"29"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	9156
	"Missouri"	"29"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	12859
	"Missouri"	"29"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	6229
	"Missouri"	"29"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	1471
	"Missouri"	"29"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	909
	"Montana"	"30"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	186
	"Montana"	"30"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	466
	"Montana"	"30"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	2130
	"Montana"	"30"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	2112
	"Montana"	"30"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	2817
	"Montana"	"30"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	34
	"Montana"	"30"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	110
	"Montana"	"30"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1024
	"Montana"	"30"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	1634
	"Montana"	"30"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	675
	"Montana"	"30"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	209
	"Montana"	"30"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	25
	"Montana"	"30"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	122
	"Montana"	"30"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	430
	"Montana"	"30"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	2126
	"Montana"	"30"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	2059
	"Montana"	"30"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	2793
	"Montana"	"30"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	38
	"Montana"	"30"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	100
	"Montana"	"30"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1111
	"Montana"	"30"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	1683
	"Montana"	"30"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	813
	"Montana"	"30"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	212
	"Montana"	"30"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	32
	"Montana"	"30"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	132
	"Montana"	"30"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	394
	"Montana"	"30"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	2132
	"Montana"	"30"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	2016
	"Montana"	"30"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	2850
	"Montana"	"30"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	57
	"Montana"	"30"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	131
	"Montana"	"30"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1086
	"Montana"	"30"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	1755
	"Montana"	"30"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	770
	"Montana"	"30"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	231
	"Montana"	"30"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	29
	"Montana"	"30"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	149
	"Montana"	"30"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	364
	"Montana"	"30"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	2160
	"Montana"	"30"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	2108
	"Montana"	"30"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	2952
	"Montana"	"30"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	275
	"Montana"	"30"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	116
	"Montana"	"30"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1146
	"Montana"	"30"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	1974
	"Montana"	"30"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	858
	"Montana"	"30"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	310
	"Montana"	"30"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	96
	"Nebraska"	"31"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	729
	"Nebraska"	"31"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	1130
	"Nebraska"	"31"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	3729
	"Nebraska"	"31"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	5131
	"Nebraska"	"31"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	7506
	"Nebraska"	"31"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	517
	"Nebraska"	"31"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1986
	"Nebraska"	"31"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	3009
	"Nebraska"	"31"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	1777
	"Nebraska"	"31"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	389
	"Nebraska"	"31"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	762
	"Nebraska"	"31"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	1023
	"Nebraska"	"31"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	3586
	"Nebraska"	"31"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	5038
	"Nebraska"	"31"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	7960
	"Nebraska"	"31"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	535
	"Nebraska"	"31"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	2026
	"Nebraska"	"31"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	3111
	"Nebraska"	"31"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	1862
	"Nebraska"	"31"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	406
	"Nebraska"	"31"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	14
	"Nebraska"	"31"	"2005"	"2005"	"Married"	"1"	"Excluded"	"999"	18068
	"Nebraska"	"31"	"2005"	"2005"	"Unmarried"	"2"	"Excluded"	"999"	8077
	"Nebraska"	"31"	"2006"	"2006"	"Married"	"1"	"Excluded"	"999"	18096
	"Nebraska"	"31"	"2006"	"2006"	"Unmarried"	"2"	"Excluded"	"999"	8631
	"Nevada"	"32"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	1425
	"Nevada"	"32"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	2511
	"Nevada"	"32"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	6174
	"Nevada"	"32"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	5112
	"Nevada"	"32"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	4782
	"Nevada"	"32"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	471
	"Nevada"	"32"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1399
	"Nevada"	"32"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4107
	"Nevada"	"32"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	4552
	"Nevada"	"32"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2094
	"Nevada"	"32"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	526
	"Nevada"	"32"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	494
	"Nevada"	"32"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	1309
	"Nevada"	"32"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	2550
	"Nevada"	"32"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	6265
	"Nevada"	"32"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	5438
	"Nevada"	"32"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	5154
	"Nevada"	"32"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	506
	"Nevada"	"32"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1471
	"Nevada"	"32"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4326
	"Nevada"	"32"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	4906
	"Nevada"	"32"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2229
	"Nevada"	"32"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	591
	"Nevada"	"32"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	455
	"Nevada"	"32"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	1416
	"Nevada"	"32"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	2575
	"Nevada"	"32"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	6089
	"Nevada"	"32"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	5675
	"Nevada"	"32"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	5748
	"Nevada"	"32"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	533
	"Nevada"	"32"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1695
	"Nevada"	"32"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4636
	"Nevada"	"32"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	5096
	"Nevada"	"32"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2517
	"Nevada"	"32"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	684
	"Nevada"	"32"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	604
	"Nevada"	"32"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	1405
	"Nevada"	"32"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	2830
	"Nevada"	"32"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	6330
	"Nevada"	"32"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	5921
	"Nevada"	"32"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	6061
	"Nevada"	"32"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	955
	"Nevada"	"32"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1710
	"Nevada"	"32"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	5035
	"Nevada"	"32"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	5494
	"Nevada"	"32"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2640
	"Nevada"	"32"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	738
	"Nevada"	"32"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	908
	"New Hampshire"	"33"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	65
	"New Hampshire"	"33"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	359
	"New Hampshire"	"33"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	2258
	"New Hampshire"	"33"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	2626
	"New Hampshire"	"33"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	5388
	"New Hampshire"	"33"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	126
	"New Hampshire"	"33"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	98
	"New Hampshire"	"33"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	820
	"New Hampshire"	"33"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	1603
	"New Hampshire"	"33"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	716
	"New Hampshire"	"33"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	260
	"New Hampshire"	"33"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	74
	"New Hampshire"	"33"	"2004"	"2004"	"Married"	"1"	"Excluded"	"999"	10713
	"New Hampshire"	"33"	"2004"	"2004"	"Unmarried"	"2"	"Excluded"	"999"	3852
	"New Hampshire"	"33"	"2005"	"2005"	"Married"	"1"	"Excluded"	"999"	10481
	"New Hampshire"	"33"	"2005"	"2005"	"Unmarried"	"2"	"Excluded"	"999"	3939
	"New Hampshire"	"33"	"2006"	"2006"	"Married"	"1"	"Excluded"	"999"	10147
	"New Hampshire"	"33"	"2006"	"2006"	"Unmarried"	"2"	"Excluded"	"999"	4231
	"New Jersey"	"34"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	1913
	"New Jersey"	"34"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	2752
	"New Jersey"	"34"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	17822
	"New Jersey"	"34"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	17393
	"New Jersey"	"34"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	40739
	"New Jersey"	"34"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	2051
	"New Jersey"	"34"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	3275
	"New Jersey"	"34"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	7646
	"New Jersey"	"34"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	14146
	"New Jersey"	"34"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	6035
	"New Jersey"	"34"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	2513
	"New Jersey"	"34"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	698
	"New Jersey"	"34"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	2016
	"New Jersey"	"34"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	2642
	"New Jersey"	"34"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	16374
	"New Jersey"	"34"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	16761
	"New Jersey"	"34"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	40788
	"New Jersey"	"34"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	2029
	"New Jersey"	"34"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	3669
	"New Jersey"	"34"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	7408
	"New Jersey"	"34"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	14151
	"New Jersey"	"34"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	6162
	"New Jersey"	"34"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	2695
	"New Jersey"	"34"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	558
	"New Jersey"	"34"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	2012
	"New Jersey"	"34"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	2465
	"New Jersey"	"34"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	15587
	"New Jersey"	"34"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	15786
	"New Jersey"	"34"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	40340
	"New Jersey"	"34"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1806
	"New Jersey"	"34"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	3853
	"New Jersey"	"34"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	7517
	"New Jersey"	"34"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	14489
	"New Jersey"	"34"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	6495
	"New Jersey"	"34"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	2970
	"New Jersey"	"34"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	456
	"New Jersey"	"34"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	1980
	"New Jersey"	"34"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	2297
	"New Jersey"	"34"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	14744
	"New Jersey"	"34"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	15302
	"New Jersey"	"34"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	40748
	"New Jersey"	"34"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	2049
	"New Jersey"	"34"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	4071
	"New Jersey"	"34"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	7508
	"New Jersey"	"34"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	15623
	"New Jersey"	"34"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	7008
	"New Jersey"	"34"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	3114
	"New Jersey"	"34"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	576
	"New Mexico"	"35"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	712
	"New Mexico"	"35"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	1803
	"New Mexico"	"35"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	4485
	"New Mexico"	"35"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	3398
	"New Mexico"	"35"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	3721
	"New Mexico"	"35"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	223
	"New Mexico"	"35"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	830
	"New Mexico"	"35"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4403
	"New Mexico"	"35"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	5039
	"New Mexico"	"35"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2157
	"New Mexico"	"35"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	565
	"New Mexico"	"35"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	485
	"New Mexico"	"35"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	647
	"New Mexico"	"35"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	1881
	"New Mexico"	"35"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	4311
	"New Mexico"	"35"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	3524
	"New Mexico"	"35"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	3923
	"New Mexico"	"35"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	233
	"New Mexico"	"35"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	851
	"New Mexico"	"35"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4325
	"New Mexico"	"35"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	5183
	"New Mexico"	"35"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2257
	"New Mexico"	"35"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	582
	"New Mexico"	"35"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	667
	"New Mexico"	"35"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	627
	"New Mexico"	"35"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	1637
	"New Mexico"	"35"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	4189
	"New Mexico"	"35"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	3363
	"New Mexico"	"35"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	3725
	"New Mexico"	"35"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	652
	"New Mexico"	"35"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	837
	"New Mexico"	"35"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4512
	"New Mexico"	"35"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	5396
	"New Mexico"	"35"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2359
	"New Mexico"	"35"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	661
	"New Mexico"	"35"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	877
	"New Mexico"	"35"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	619
	"New Mexico"	"35"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	1656
	"New Mexico"	"35"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	4196
	"New Mexico"	"35"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	3331
	"New Mexico"	"35"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	4123
	"New Mexico"	"35"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	688
	"New Mexico"	"35"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	801
	"New Mexico"	"35"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4481
	"New Mexico"	"35"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	6018
	"New Mexico"	"35"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2482
	"New Mexico"	"35"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	735
	"New Mexico"	"35"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	806
	"New York"	"36"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	5630
	"New York"	"36"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	9498
	"New York"	"36"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	39978
	"New York"	"36"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	35741
	"New York"	"36"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	68614
	"New York"	"36"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1656
	"New York"	"36"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	8281
	"New York"	"36"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	24206
	"New York"	"36"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	33425
	"New York"	"36"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	18056
	"New York"	"36"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	7363
	"New York"	"36"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	1266
	"New York"	"36"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	3224
	"New York"	"36"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	4751
	"New York"	"36"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	17756
	"New York"	"36"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	11587
	"New York"	"36"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	24353
	"New York"	"36"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	4065
	"New York"	"36"	"2004"	"2004"	"Married"	"1"	"Excluded"	"999"	89831
	"New York"	"36"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	5556
	"New York"	"36"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	13376
	"New York"	"36"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	18262
	"New York"	"36"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	10131
	"New York"	"36"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	4720
	"New York"	"36"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	1287
	"New York"	"36"	"2004"	"2004"	"Unmarried"	"2"	"Excluded"	"999"	41048
	"New York"	"36"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	3071
	"New York"	"36"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	4573
